Camera ID,Location Name,Camera Status,Turn on Date,Camera Manufacturer,ATD Location ID,Landmark,Signal Engineer Area,Council District,Jurisdiction,Location Type,Primary St Segment ID,Cross St Segment ID,Primary Street Block,Primary Street,PRIMARY_ST_AKA,Cross Street Block,Cross Street,CROSS_ST_AKA,COA Intersection ID,Modified Date,IP Comm Status,IP Comm Status Date and Time,Published Screenshots,Screenshot Address,Funding,ID,Location
667,US 290 HWY / W 290 WB AT JOE TANNER TRN,DESIRED,,,LOC16-004910,,SOUTHWEST,8,AUSTIN FULL PURPOSE,ROADWAY,,,6233,US 290 HWY,,, W 290 WB AT JOE TANNER TRN,,5145318,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/667.jpg,None Identified,5d403d01be922400105bcfa8,POINT (-97.8586273 30.2350979)
668,US 290 HWY SVRD / OLD FREDERICKSBURG RD,DESIRED,,,LOC16-004610,,SOUTHWEST,8,AUSTIN FULL PURPOSE,ROADWAY,,,6011,US 290 HWY SVRD,,6111, OLD FREDERICKSBURG RD,,5145950,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/668.jpg,None Identified,5d403d2fbed0b10012e9d003,POINT (-97.8520966 30.235033)
669, BRUSH COUNTRY RD / CONVICT HILL RD,DESIRED,,,LOC16-002715,,SOUTHWEST,8,AUSTIN FULL PURPOSE,ROADWAY,,,7000, BRUSH COUNTRY RD,,4301, CONVICT HILL RD,,5146546,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/669.jpg,None Identified,5d403d76cf1557001011fa53,POINT (-97.8459091 30.2169132)
670, BRODIE LN / ERNEST ROBLES WAY,DESIRED,,,LOC16-002075,,SOUTHWEST,,SUNSET VALLEY FULL PURPOSE,ROADWAY,,,5300, BRODIE LN,,4100, ERNEST ROBLES WAY,,5148691,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/670.jpg,None Identified,5d404639d6d40500152e5c43,POINT (-97.8203506 30.2295017)
671, ST ELMO RD / WOODWARD ST,DESIRED,,,LOC16-004340,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,2000, ST ELMO RD,,2136, WOODWARD ST,,5156515,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/671.jpg,None Identified,5d404db9ec65480010367084,POINT (-97.7473145 30.2102242)
672, MENCHACA RD / PRATHER LN (Ann Richard's School),DESIRED,,,LOC16-005150,Ann Richard's School,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,3712, MENCHACA RD,,2001, PRATHER LN,,5151650,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/672.jpg,None Identified,5d404dddc6428b001120427a,POINT (-97.7857132 30.2339172)
673, 6TH ST / WEST LYNN ST,DESIRED,,,LOC16-001025,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1504, 6TH ST,,600, WEST LYNN ST,,5154206,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/673.jpg,None Identified,5d404e8757bc2d001086e38a,POINT (-97.7626419 30.274826)
674, CESAR CHAVEZ ST / 35 SVRD,TURNED_ON,3/19/2020,Advidia,LOC16-000675,,CENTRAL,3,AUSTIN FULL PURPOSE,ROADWAY,,,800, CESAR CHAVEZ ST,,100,IH 35 SVRD,,5158088,09/19/2021 06:17:00 PM +0000,ONLINE,08/24/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/674.jpg,None Identified,5d40501e9442f20010304da5,POINT (-97.7357864 30.2609959)
675, CESAR CHAVEZ ST / SAN ANTONIO ST,DESIRED,,,LOC16-001365,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, CESAR CHAVEZ ST,,100, SAN ANTONIO ST,,5156008,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/675.jpg,None Identified,5d405175a46d86001218c73d,POINT (-97.749115 30.2646561)
676, LAMAR BLVD / TOOMEY RD,TURNED_ON,10/1/2019,Advidia,LOC16-004980,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,200, LAMAR BLVD,,1301, TOOMEY RD,,5154881,09/19/2021 06:17:00 PM +0000,ONLINE,04/01/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/676.jpg,None Identified,5d4051d22b8e750011d80c5d,POINT (-97.75790697 30.26295435)
677, 12TH ST / WEST AVE,DESIRED,,,LOC16-001185,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,800, 12TH ST,,1200, WEST AVE,,5156064,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/677.jpg,None Identified,5d40520d57bc2d001086ee09,POINT (-97.7484283 30.2760582)
678, 15TH ST / NUECES ST,DESIRED,,,LOC16-001070,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,600, 15TH ST,,1500, NUECES ST,,5156571,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/678.jpg,None Identified,5d405250bed0b10012e9e355,POINT (-97.7451477 30.2785339)
679, 12TH ST / WEST AVE,DESIRED,,,LOC16-001185,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,800, 12TH ST,,1200, WEST AVE,,5156064,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/679.jpg,None Identified,5d4052b1724d190010c7eadd,POINT (-97.7484283 30.2760582)
680, 12TH ST / NUECES ST,DESIRED,,,LOC16-001195,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,600, 12TH ST,,1200, NUECES ST,,5156418,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/680.jpg,None Identified,5d4052d6d365b10010e467a0,POINT (-97.7462692 30.275465)
681, 15TH ST / NUECES ST,DESIRED,,,LOC16-001070,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,600, 15TH ST,,1500, NUECES ST,,5156571,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/681.jpg,None Identified,5d40531a17e6c20012db8977,POINT (-97.7451477 30.2785339)
682, 12TH ST / LAVACA ST,DESIRED,,,LOC16-001205,,CENTRAL,"1, 9",AUSTIN FULL PURPOSE,ROADWAY,,,300, 12TH ST,,1200, LAVACA ST,,5156909,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/682.jpg,None Identified,5d405376bb7759001081ec2c,POINT (-97.7430344 30.2745342)
683, LAVACA ST / 11TH ST,DESIRED,,,LOC16-001225,,CENTRAL,"1, 9",AUSTIN FULL PURPOSE,ROADWAY,,,1100, LAVACA ST,,301, 11TH ST,,5156847,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/683.jpg,None Identified,5d4053e574622500104a6184,POINT (-97.7434616 30.2734089)
684, GUADALUPE ST / 11TH ST,DESIRED,,,LOC16-001220,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1100, GUADALUPE ST,,301, 11TH ST,,5156673,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/684.jpg,None Identified,5d40541abed0b10012e9e759,POINT (-97.7445831 30.2737064)
685, 8TH ST / CONGRESS AVE,DESIRED,,,LOC16-001385,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100, 8TH ST,,800, CONGRESS AVE,,5157087,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/685.jpg,None Identified,5d40593c2b8e750011d81189,POINT (-97.7421112 30.2699051)
686, CONGRESS AVE / 10TH ST,DESIRED,,,LOC16-001285,,CENTRAL,"1, 9",AUSTIN FULL PURPOSE,ROADWAY,,,1000, CONGRESS AVE,,101, 10TH ST,,5157171,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/686.jpg,None Identified,5d405960d8a18600116c0eb9,POINT (-97.7414398 30.2718029)
687, 8TH ST / SAN JACINTO BLVD,TURNED_ON,8/22/2019,Advidia,LOC16-001395,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, 8TH ST,,800, SAN JACINTO BLVD,,5157430,09/19/2021 06:17:00 PM +0000,ONLINE,04/01/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/687.jpg,None Identified,5d405989c852440011734bc6,POINT (-97.7396927 30.2692356)
688, 8TH ST / RED RIVER ST,DESIRED,,,LOC16-001410,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,500, 8TH ST,,800, RED RIVER ST,,5157940,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/688.jpg,None Identified,5d4059a6c852440011734c03,POINT (-97.7364883 30.268322)
690, 8TH ST / TRINITY ST,DESIRED,,,LOC16-001400,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, 8TH ST,,800, TRINITY ST,,5157598,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/690.jpg,None Identified,5d4059e92fccb40011ad475f,POINT (-97.7386093 30.2689266)
691, 12TH ST / SAN JACINTO BLVD,DESIRED,,,LOC16-001210,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,300, 12TH ST,,1100, SAN JACINTO BLVD,,5157642,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/691.jpg,None Identified,5d405a0febd42c0010591849,POINT (-97.7382431 30.2732029)
692, RED RIVER ST / 11TH ST,DESIRED,,,LOC16-001255,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,1000, RED RIVER ST,,400, 11TH ST,,5158097,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/692.jpg,None Identified,5d405a2bcc1c8900108d964f,POINT (-97.7354507 30.2711697)
694, 12TH ST / COMAL ST,DESIRED,,,LOC16-001820,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,1500, 12TH ST,,1200, COMAL ST,,5159534,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/694.jpg,None Identified,5d405a7121825c0011d3bbe4,POINT (-97.7238464 30.2731647)
695, CESAR CHAVEZ ST / WALLER ST,DESIRED,,,LOC16-001810,,CENTRAL,3,AUSTIN FULL PURPOSE,ROADWAY,,,1100, CESAR CHAVEZ ST,,100, WALLER ST,,5158561,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/695.jpg,None Identified,5d405a90ebd42c00105918e1,POINT (-97.732605 30.2598858)
696, MARTIN LUTHER KING JR BLVD / 35 SVRD,DESIRED,,,LOC16-000175,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,900, MARTIN LUTHER KING JR BLVD,,1900,IH 35 SVRD,,5158954,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/696.jpg,None Identified,5d405ab6724d190010c7f0a8,POINT (-97.7290802 30.2785091)
697, GUADALUPE ST / 29TH ST,TURNED_ON,9/16/2019,Advidia,LOC16-000215,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2900, GUADALUPE ST,,601, 29TH ST,,5156858,09/19/2021 06:17:00 PM +0000,ONLINE,04/01/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/697.jpg,None Identified,5d406337ebd42c0010591ef0,POINT (-97.7428131 30.2954292)
698, GUADALUPE ST / 30TH ST,DESIRED,,,LOC16-000225,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,2933, GUADALUPE ST,,501, 30TH ST,,5156966,09/19/2021 06:17:00 PM +0000,OFFLINE,07/30/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/698.jpg,None Identified,5d406360bf944900100c512a,POINT (-97.7421036 30.2965031)
699, RIVERSIDE DR / WILLOW CREEK DR,TURNED_ON,9/11/2019,Advidia,LOC16-001940,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,2316, RIVERSIDE DR,,1601, WILLOW CREEK DR,,5159438,09/19/2021 06:17:00 PM +0000,OFFLINE,08/16/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/699.jpg,None Identified,5d406d3017e6c20012dbfd03,POINT (-97.7256622 30.2376804)
700, LAVACA ST / 18TH ST,TURNED_ON,8/6/2019,Advidia,LOC18-013020,,CENTRAL,"9, 1",AUSTIN FULL PURPOSE,ROADWAY,,,1800, LAVACA ST,,301, 18TH ST,,5157227,10/07/2021 08:40:00 AM +0000,ONLINE,10/07/2021 08:30:00 AM +0000,,https://cctv.austinmobility.io/image/700.jpg,None Identified,5d49b996caec1d00100ccf05,POINT (-97.740873 30.280344)
701,SH 71 SVRD / 973 RD,TURNED_ON,8/22/2019,Sarix,LOC16-004325,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,3193,SH 71 SVRD,,3151,FM 973 RD,,5167101,09/19/2021 06:17:00 PM +0000,OFFLINE,08/08/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/701.jpg,None Identified,5d4c58a5a58cbf001142c633,POINT (-97.6394501 30.2031937)
702, MARTIN LUTHER KING JR BLVD / COLORADO ST,TURNED_ON,8/22/2019,Advidia,LOC18-012845,,CENTRAL,"9, 1",AUSTIN FULL PURPOSE,ROADWAY,,,5300, MARTIN LUTHER KING JR BLVD,,1500, COLORADO ST,,,09/19/2021 06:17:00 PM +0000,ONLINE,02/16/2021 09:30:00 AM +0000,,https://cctv.austinmobility.io/image/702.jpg,None Identified,5d5eb490633d4d0011566950,POINT (-97.73946 30.281042)
703, LAMAR BLVD / KRAMER LN,TURNED_ON,8/22/2019,Advidia,LOC16-002340,,NORTHEAST,4,AUSTIN FULL PURPOSE,BUILDING,,,10910, LAMAR BLVD,,801, KRAMER LN,,5163142,09/19/2021 06:17:00 PM +0000,ONLINE,04/01/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/703.jpg,None Identified,5d5f087f435e290011a8b508,POINT (-97.6876831 30.3795395)
704, LAMAR BLVD / RUTLAND DR,TURNED_ON,8/23/2019,Advidia,LOC16-002335,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,9400, LAMAR BLVD,,801, RUTLAND DR,,5162260,09/19/2021 06:17:00 PM +0000,ONLINE,04/01/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/704.jpg,None Identified,5d605c63d8ee5a001291dca9,POINT (-97.6959991 30.3648701)
705, LAMAR BLVD / MASTERSON PASS,TURNED_ON,8/23/2019,Advidia,LOC16-002240,,NORTHEAST,4,AUSTIN FULL PURPOSE,BUILDING,,,10200, LAMAR BLVD,,305, MASTERSON PASS,,5162641,09/19/2021 06:17:00 PM +0000,ONLINE,04/01/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/705.jpg,None Identified,5d606a7cb2621600101e66de,POINT (-97.6924591 30.3711758)
706, LAMAR BLVD / NORTH BEND DR,TURNED_ON,8/23/2019,Advidia,LOC16-002380,,NORTHEAST,7,AUSTIN FULL PURPOSE,BUILDING,,,11500, LAMAR BLVD,,801, NORTH BEND DR,,5163456,10/22/2021 08:46:00 AM +0000,OFFLINE,10/22/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/706.jpg,None Identified,5d606d61d8ee5a00129203b6,POINT (-97.6849976 30.3844948)
707, BURNET RD / LONGHORN BLVD,TURNED_ON,8/26/2019,Advidia,LOC16-002255,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,9608, BURNET RD,,2601, LONGHORN BLVD,,5159117,09/19/2021 06:17:00 PM +0000,ONLINE,03/13/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/707.jpg,None Identified,5d644bbfd8d26300103712e1,POINT (-97.7248764 30.3800125)
708, BURNET RD / RICHCREEK RD,TURNED_ON,8/26/2019,Advidia,LOC16-000390,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,7500, BURNET RD,,2401, RICHCREEK RD,,5157931,09/19/2021 06:17:00 PM +0000,ONLINE,04/17/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/708.jpg,None Identified,5d6550ed0d73360010efc502,POINT (-97.7343369 30.3505726)
709, BURNET RD / ROCKWOOD LN,TURNED_ON,8/27/2019,Advidia,LOC16-000365,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,8612, BURNET RD,,8608, ROCKWOOD LN,,5158827,09/19/2021 06:17:00 PM +0000,ONLINE,08/24/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/709.jpg,None Identified,5d65aa9af7c15900107918c5,POINT (-97.7275848 30.3682861)
710, BURNET RD / GREENLAWN PKWY,TURNED_ON,8/27/2019,Advidia,LOC16-000395,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,7211, BURNET RD,,2401, GREENLAWN PKWY,,5157698,09/19/2021 06:17:00 PM +0000,ONLINE,04/17/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/710.jpg,None Identified,5d65aece6b490d001007a4b1,POINT (-97.7357788 30.3482552)
711, BURNET RD / ROMERIA DR,TURNED_ON,8/27/2019,Advidia,LOC16-000410,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,6200, BURNET RD,,2101, ROMERIA DR,,5157209,09/19/2021 06:17:00 PM +0000,OFFLINE,07/17/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/711.jpg,None Identified,5d65b426614e4d0010479100,POINT (-97.7394638 30.3369274)
712, LAMAR BLVD / PANTHER TRL,TURNED_ON,8/28/2019,Advidia,LOC16-000915,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,3201, LAMAR BLVD,,2317, PANTHER TRL,,5151313,09/19/2021 06:17:00 PM +0000,ONLINE,03/07/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/712.jpg,None Identified,5d6709a67464e200105df564,POINT (-97.7892838 30.2386703)
713, LAMAR BLVD / DICKSON DR,TURNED_ON,8/28/2019,Advidia,LOC16-006210,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,2600, LAMAR BLVD,,2001, DICKSON DR,,5152271,09/19/2021 06:17:00 PM +0000,ONLINE,03/07/2021 09:35:00 AM +0000,,https://cctv.austinmobility.io/image/713.jpg,None Identified,5d6709ddb982cd0014ed672b,POINT (-97.7799133 30.2453482)
714, WILLIAM CANNON DR / EMERALD FOREST DR,TURNED_ON,8/29/2019,Advidia,LOC16-001945,,SOUTHWEST,2,AUSTIN FULL PURPOSE,ROADWAY,,,1012, WILLIAM CANNON DR,,6701, EMERALD FOREST DR,,5151025,09/19/2021 06:17:00 PM +0000,ONLINE,06/12/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/714.jpg,None Identified,5d68527681a4590010bfaa53,POINT (-97.7936096 30.1992588)
715, WILLIAM CANNON DR / CIRCLE S RD,TURNED_ON,8/30/2019,Advidia,LOC16-001850,,SOUTHWEST,2,AUSTIN FULL PURPOSE,ROADWAY,,,100, WILLIAM CANNON DR,,6609, CIRCLE S RD,,5152661,09/19/2021 06:17:00 PM +0000,OFFLINE,04/20/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/715.jpg,None Identified,5d6938a54a139500124cc5e4,POINT (-97.7775955 30.1927223)
716, WILLIAM CANNON DR / BILL HUGHES RD,TURNED_ON,8/30/2019,Advidia,LOC16-001985,,SOUTHWEST,2,AUSTIN FULL PURPOSE,ROADWAY,,,305, WILLIAM CANNON DR,,6701, BILL HUGHES RD,,5151822,09/19/2021 06:17:00 PM +0000,ONLINE,06/12/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/716.jpg,None Identified,5d6955d6a89a3e0015570611,POINT (-97.78508 30.1956387)
717, WILLIAM CANNON DR / COOPER LN,TURNED_ON,8/30/2019,Advidia,LOC16-002220,,SOUTHWEST,2,AUSTIN FULL PURPOSE,ROADWAY,,,900, WILLIAM CANNON DR,,6601, COOPER LN,,5151247,09/19/2021 06:17:00 PM +0000,OFFLINE,05/16/2020 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/717.jpg,None Identified,5d695f804448cb00105cd66e,POINT (-97.7911224 30.1985073)
718, WILLIAM CANNON DR / MEADOW LAKE BLVD,TURNED_ON,8/30/2019,Advidia,LOC16-005995,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,4716, WILLIAM CANNON DR,,6605, MEADOW LAKE BLVD,,5156184,09/19/2021 06:17:00 PM +0000,ONLINE,06/12/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/718.jpg,None Identified,5d699074a7e8e50010f50eb0,POINT (-97.75025496 30.1809502)
719,1500 BLK RED RIVER ST (Frank Erwin Center (South)),TURNED_ON,8/30/2019,Advidia,LOC16-005135,Frank Erwin Center (South),CENTRAL,1,AUSTIN FULL PURPOSE,BUILDING,,,1500, RED RIVER ST,,,,,,09/19/2021 06:17:00 PM +0000,ONLINE,09/16/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/719.jpg,None Identified,5d6990f26b47d700110d09bd,POINT (-97.733251 30.277128)
720, 1ST ST / BARTON SPRINGS RD,DESIRED,,,LOC16-000665,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, 1ST ST,,401, BARTON SPRINGS RD,,5155886,09/19/2021 06:17:00 PM +0000,OFFLINE,09/03/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/720.jpg,None Identified,5d6eb0021f77f900154e68c5,POINT (-97.7500687 30.2583828)
721, 1ST ST / RIVERSIDE DR,TURNED_ON,10/15/2020,Advidia,LOC16-000680,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, 1ST ST,,601, RIVERSIDE DR,,5156002,09/19/2021 06:17:00 PM +0000,ONLINE,04/11/2021 08:35:00 AM +0000,,https://cctv.austinmobility.io/image/721.jpg,None Identified,5d6eb05d587fa1001338e9ee,POINT (-97.7492752 30.259758)
722, CONGRESS AVE / RIVERSIDE DR,DESIRED,,,LOC16-000685,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, CONGRESS AVE,,101, RIVERSIDE DR,,5156395,09/19/2021 06:17:00 PM +0000,OFFLINE,09/03/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/722.jpg,None Identified,5d6eb0c2587fa1001338ea2a,POINT (-97.7468719 30.257143)
723, OLTORF ST / 5TH ST,DESIRED,,,LOC16-004640,,SOUTHWEST,"3, 9",AUSTIN FULL PURPOSE,ROADWAY,,,1000, OLTORF ST,,2101, 5TH ST,,5154091,09/19/2021 06:17:00 PM +0000,OFFLINE,09/03/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/723.jpg,None Identified,5d6eb3a447a78e001432d4d0,POINT (-97.7643356 30.2439384)
724, OLTORF ST / 35 SVRD,DESIRED,,,LOC16-001895,,SOUTHWEST,"3, 9",AUSTIN FULL PURPOSE,ROADWAY,,,1550, OLTORF ST,,2301,IH 35 SVRD,,5157467,09/19/2021 06:17:00 PM +0000,ONLINE,06/09/2021 08:30:00 AM +0000,,https://cctv.austinmobility.io/image/724.jpg,None Identified,5d6eb441842f9d001356ab95,POINT (-97.7404251 30.2335949)
725, OLTORF ST / BURLESON RD,DESIRED,,,LOC16-004560,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1800, OLTORF ST,,2301, BURLESON RD,,5158189,09/19/2021 06:17:00 PM +0000,OFFLINE,09/03/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/725.jpg,None Identified,5d6eb4981f77f900154e73d2,POINT (-97.735733 30.2314911)
726,IH 35 SVRD / BEN WHITE BLVD SVRD,DESIRED,,,LOC16-004455,,SOUTHEAST,3,AUSTIN FULL PURPOSE,ROADWAY,,,4052,IH 35 SVRD,,1300, BEN WHITE BLVD SVRD,,5155796,09/19/2021 06:17:00 PM +0000,OFFLINE,09/03/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/726.jpg,None Identified,5d6eb52caff2e5001001c201,POINT (-97.7518005 30.21702)
727, PORTER ST / MONTOPOLIS DR,DESIRED,,,LOC16-002700,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,6300, PORTER ST,,1251, MONTOPOLIS DR,,5162273,09/19/2021 06:17:00 PM +0000,OFFLINE,09/03/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/727.jpg,None Identified,5d6eb5b85bdc1d001317f2a9,POINT (-97.6995697 30.2310562)
728, PONCA ST / MONTOPOLIS DR,DESIRED,,,LOC16-002705,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,6206, PONCA ST,,615, MONTOPOLIS DR,,5162726,09/19/2021 06:17:00 PM +0000,OFFLINE,09/03/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/728.jpg,None Identified,5d6eb623b85b540010c43d63,POINT (-97.6952896 30.2375507)
729, 7TH ST / SHADY LN,DESIRED,,,LOC16-001805,,CENTRAL,3,AUSTIN FULL PURPOSE,ROADWAY,,,4600, 7TH ST,,702, SHADY LN,,5162417,09/19/2021 06:17:00 PM +0000,OFFLINE,09/03/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/729.jpg,None Identified,5d6eb6ede95a0900109c22d7,POINT (-97.6975708 30.2533531)
730, SPRINGDALE RD / CESAR CHAVEZ ST,DESIRED,,,LOC16-001825,,CENTRAL,3,AUSTIN FULL PURPOSE,ROADWAY,,,102, SPRINGDALE RD,,3520, CESAR CHAVEZ ST,,5161670,09/19/2021 06:17:00 PM +0000,OFFLINE,09/03/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/730.jpg,None Identified,5d6eb7275bdc1d001317f3f0,POINT (-97.7042694 30.2519169)
731, CESAR CHAVEZ ST / CONGRESS AVE,DESIRED,,,LOC16-000740,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100, CESAR CHAVEZ ST,,100, CONGRESS AVE,,5156722,09/19/2021 06:17:00 PM +0000,OFFLINE,09/03/2019 05:00:00 AM +0000,,https://cctv.austinmobility.io/image/731.jpg,None Identified,5d6eccbaf73f750010cb0bda,POINT (-97.7445679 30.263382)
